ANO,TURNO,MUNICÍPIO,CANDIDATO,PARTIDO,VOTOS,LOCAL DE VOTAÇÃO,BAIRRO,REGIONAL
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,3,ESCOLA MUNICIPAL LENIRA JUREMA DE MAGALHÃES - EI/EF,MONTE CASTELO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,4,EEFM CLÁUDIO MARTINS,MONTE CASTELO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,2,EEFM CLÁUDIO MARTINS,MONTE CASTELO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,6,EEFM CLÁUDIO MARTINS,MONTE CASTELO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,6,CENTRO EDUCACIONAL SÃO MATEUS,MONTE CASTELO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,2,CENTRO EDUCACIONAL SÃO MATEUS,MONTE CASTELO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,3,CENTRO EDUCACIONAL SÃO MATEUS,MONTE CASTELO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,2,ESCOLA MUNICIPAL PROFESSOR MARTINZ DE AGUIAR - EI/EF,MONTE CASTELO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,2,ESCOLA MUNICIPAL FAUSTINO DE ALBUQUERQUE - EI/EF,MONTE CASTELO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,1,ESCOLA MUNICIPAL FAUSTINO DE ALBUQUERQUE - EI/EF,MONTE CASTELO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,1,ESCOLA MUNICIPAL FAUSTINO DE ALBUQUERQUE - EI/EF,MONTE CASTELO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,3,ESCOLA MUNICIPAL LENIRA JUREMA DE MAGALHÃES - EI/EF,MONTE CASTELO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,6,ESCOLA MUNICIPAL LENIRA JUREMA DE MAGALHÃES - EI/EF,MONTE CASTELO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,5,EEFM CLÁUDIO MARTINS,MONTE CASTELO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,3,ESCOLA MUNICIPAL PROFESSOR MARTINZ DE AGUIAR - EI/EF,MONTE CASTELO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,2,ESCOLA MUNICIPAL PROFESSOR MARTINZ DE AGUIAR - EI/EF,MONTE CASTELO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,2,ESCOLA MUNICIPAL PROFESSOR MARTINZ DE AGUIAR - EI/EF,MONTE CASTELO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,2,INSTITUTO MATER AMABILIS,MONTE CASTELO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,2,INSTITUTO MATER AMABILIS,MONTE CASTELO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,2,COLÉGIO PROF. F. EURÍDICE,MONTE CASTELO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,5,COLÉGIO PROF. F. EURÍDICE,MONTE CASTELO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,4,INSTITUTO MATER AMABILIS,MONTE CASTELO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,7,INSTITUTO MATER AMABILIS,MONTE CASTELO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,2,INSTITUTO MATER AMABILIS,MONTE CASTELO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,3,EEFM CLÁUDIO MARTINS,MONTE CASTELO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,2,CENTRO EDUCACIONAL MOEMA TÁVORA,PIRAMBU,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,1,CENTRO EDUCACIONAL MOEMA TÁVORA,PIRAMBU,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,1,CENTRO EDUCACIONAL MOEMA TÁVORA,PIRAMBU,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,3,CENTRO EDUCACIONAL MOEMA TÁVORA,PIRAMBU,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,1,ESCOLA MUNICIPAL TERTULIANO CAMBRAIA - EI/EF,CARLITO PAMPLONA,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,1,ESCOLA MUNICIPAL TERTULIANO CAMBRAIA - EI/EF,CARLITO PAMPLONA,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,2,CENTRO EDUCACIONAL MOEMA TÁVORA,PIRAMBU,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,2,COLÉGIO UNIVERSO MENINO JESUS,JACARECANGA,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,5,EEFM GOVERNADOR FLÁVIO MARCÍLIO,PIRAMBU,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,1,EEFM GOVERNADOR FLÁVIO MARCÍLIO,PIRAMBU,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,2,EEFM GOVERNADOR FLÁVIO MARCÍLIO,PIRAMBU,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,1,CENTRO EDUCACIONAL DOM HÉLIO CAMPOS,PIRAMBU,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,3,CENTRO EDUCACIONAL DOM HÉLIO CAMPOS,PIRAMBU,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,1,CENTRO EDUCACIONAL DOM HÉLIO CAMPOS,PIRAMBU,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,3,EEFM GOVERNADOR FLÁVIO MARCÍLIO,PIRAMBU,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,1,EEFM GOVERNADOR FLÁVIO MARCÍLIO,PIRAMBU,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,1,EEFM GOVERNADOR FLÁVIO MARCÍLIO,PIRAMBU,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,1,EEFM GOVERNADOR FLÁVIO MARCÍLIO,PIRAMBU,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,1,ESCOLA MUNICIPAL HILBERTO SILVA - EI/EF,PIRAMBU,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,3,ESCOLA MUNICIPAL HILBERTO SILVA - EI/EF,PIRAMBU,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,1,ESCOLA MUNICIPAL HILBERTO SILVA - EI/EF,PIRAMBU,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,1,ESCOLA MUNICIPAL HILBERTO SILVA - EI/EF,PIRAMBU,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,2,ESCOLA MUNICIPAL HILBERTO SILVA - EI/EF,PIRAMBU,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,2,ESCOLA MUNICIPAL HILBERTO SILVA - EI/EF,PIRAMBU,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,2,ESCOLA MUNICIPAL HILBERTO SILVA - EI/EF,PIRAMBU,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,1,CENTRO EDUCACIONAL DOM HÉLIO CAMPOS,PIRAMBU,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,1,CENTRO EDUCACIONAL DOM HÉLIO CAMPOS,PIRAMBU,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,3,COLÉGIO MASTER - BEZERRA DE MENEZES,SÃO GERARDO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,4,CEJA PAULO FREIRE,SÃO GERARDO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,2,CEJA PAULO FREIRE,SÃO GERARDO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,2,CEJA PAULO FREIRE,SÃO GERARDO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,5,CEJA PAULO FREIRE,SÃO GERARDO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,2,CEJA PAULO FREIRE,SÃO GERARDO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,1,ESCOLA MUNICIPAL GUSTAVO BARROSO - EI/EF,SÃO GERARDO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,3,ESCOLA MUNICIPAL GUSTAVO BARROSO - EI/EF,SÃO GERARDO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,1,ESCOLA MUNICIPAL GUSTAVO BARROSO - EI/EF,SÃO GERARDO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,3,COLÉGIO MASTER - BEZERRA DE MENEZES,SÃO GERARDO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,4,COLÉGIO MASTER - BEZERRA DE MENEZES,SÃO GERARDO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,3,COLÉGIO MASTER - BEZERRA DE MENEZES,SÃO GERARDO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,7,COLÉGIO MASTER - BEZERRA DE MENEZES,SÃO GERARDO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,4,ESCOLA MUNICIPAL GUSTAVO BARROSO - EI/EF,SÃO GERARDO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,2,COLÉGIO MASTER - BEZERRA DE MENEZES,SÃO GERARDO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,5,COLÉGIO MASTER - BEZERRA DE MENEZES,SÃO GERARDO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,3,EMEIEF HONÓRIO BEZERRA,ELLERY,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,2,EMEIEF HONÓRIO BEZERRA,ELLERY,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,1,EMEIEF HONÓRIO BEZERRA,ELLERY,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,3,EMEIEF HONÓRIO BEZERRA,ELLERY,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,3,ESCOLA MUNICIPAL PROFESSOR MARTINZ DE AGUIAR - EI/EF,MONTE CASTELO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,5,ESCOLA MUNICIPAL PROFESSOR MARTINZ DE AGUIAR - EI/EF,MONTE CASTELO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,2,ESCOLA MUNICIPAL PROFESSOR MARTINZ DE AGUIAR - EI/EF,MONTE CASTELO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,3,COLÉGIO MENINO JESUS DE PRAGA,CARLITO PAMPLONA,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,5,COLÉGIO MENINO JESUS DE PRAGA,CARLITO PAMPLONA,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,2,COLÉGIO MENINO JESUS DE PRAGA,CARLITO PAMPLONA,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,1,COLÉGIO MENINO JESUS DE PRAGA,CARLITO PAMPLONA,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,2,COLÉGIO MENINO JESUS DE PRAGA,CARLITO PAMPLONA,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,1,ESCOLA MUNICIPAL FAUSTINO DE ALBUQUERQUE - EI/EF,MONTE CASTELO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,1,CEJA  MONSENHOR HÉLIO CAMPOS,CRISTO REDENTOR,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,3,EEFM GOVERNADOR FLÁVIO MARCÍLIO,PIRAMBU,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,1,ASSOCIACAO DE CANTADORES DO NORDESTE,ÁLVARO WEYNE,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,1,ESCOLA MUNICIPAL TERTULIANO CAMBRAIA - EI/EF,CARLITO PAMPLONA,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,1,CENTRO EDUCACIONAL DOM HÉLIO CAMPOS,PIRAMBU,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,3,ESCOLA MUNICIPAL SEBASTIANA ALDIGUERI,CRISTO REDENTOR,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,1,EMEIEF CRISTO REDENTOR,CRISTO REDENTOR,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,3,EEFM GOVERNADOR FLÁVIO MARCÍLIO,PIRAMBU,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,2,ESCOLA MUNICIPAL LENIRA JUREMA DE MAGALHÃES - EI/EF,MONTE CASTELO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,1,EEFM CLÁUDIO MARTINS,MONTE CASTELO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,3,CENTRO EDUCACIONAL SÃO MATEUS,MONTE CASTELO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,5,COLÉGIO MANUEL DA SILVA - CARLITO PAMPLONA,CARLITO PAMPLONA,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,3,EMEIEF HONÓRIO BEZERRA,ELLERY,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,2,CENTRO EDUCACIONAL DOM HÉLIO CAMPOS,PIRAMBU,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,4,ESCOLA MUNICIPAL TERTULIANO CAMBRAIA - EI/EF,CARLITO PAMPLONA,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,1,EEFM LIONS JANGADA - EEMTI,CRISTO REDENTOR,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,2,ESCOLA MUNICIPAL SANTA TEREZA - EI/EF,CRISTO REDENTOR,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,2,ESCOLA MUNICIPAL LENIRA JUREMA DE MAGALHÃES - EI/EF,MONTE CASTELO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,5,POSTO DE SAÚDE CARLOS RIBEIRO,JACARECANGA,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,3,COLÉGIO MASTER - BEZERRA DE MENEZES,SÃO GERARDO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,1,EMEIEF VIRGÍLIO TÁVORA,CRISTO REDENTOR,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,2,ESCOLA MUNICIPAL PROFESSOR MARTINZ DE AGUIAR - EI/EF,MONTE CASTELO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,4,INSTITUTO MATER AMABILIS,MONTE CASTELO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,5,ASSOCIACAO DE CANTADORES DO NORDESTE,ÁLVARO WEYNE,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,7,CENTRO EDUCACIONAL SÃO MATEUS,MONTE CASTELO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,1,ESCOLA MUNICIPAL TERTULIANO CAMBRAIA - EI/EF,CARLITO PAMPLONA,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,4,CEJA PAULO FREIRE,SÃO GERARDO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,5,EEFM CLÁUDIO MARTINS,MONTE CASTELO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,2,COLÉGIO MASTER - BEZERRA DE MENEZES,SÃO GERARDO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,4,ESCOLA MUNICIPAL PROFESSOR MARTINZ DE AGUIAR - EI/EF,MONTE CASTELO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,3,COLÉGIO MASTER - BEZERRA DE MENEZES,SÃO GERARDO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,3,ESCOLA MUNICIPAL PATATIVA DO ASSARÉ - EI/EF,ÁLVARO WEYNE,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,4,ESCOLA MUNICIPAL GUSTAVO BARROSO - EI/EF,SÃO GERARDO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,2,CEJA PAULO FREIRE,SÃO GERARDO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,2,EEFM SALES CAMPOS,JACARECANGA,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,2,FEDERAÇÃO DO MOVIMENTO COMUNITÁRIO DO PIRAMBU - FEMOCOPI,CARLITO PAMPLONA,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,3,CEJA PAULO FREIRE,SÃO GERARDO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,4,EEFM CLÁUDIO MARTINS,MONTE CASTELO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,4,ESCOLA MUNICIPAL LENIRA JUREMA DE MAGALHÃES - EI/EF,MONTE CASTELO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,2,COLÉGIO MASTER - BEZERRA DE MENEZES,SÃO GERARDO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,3,POSTO DE SAÚDE GUIOMAR ARRUDA,PIRAMBU,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,3,COLÉGIO UNIVERSO MENINO JESUS,JACARECANGA,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,3,ESCOLA MUNICIPAL SANTA TEREZA - EI/EF,CRISTO REDENTOR,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,3,COLÉGIO UNIVERSO MENINO JESUS,JACARECANGA,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,1,EEFM GOVERNADOR FLÁVIO MARCÍLIO,PIRAMBU,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,2,EMEIEF VIRGÍLIO TÁVORA,CRISTO REDENTOR,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,3,CEJA PAULO FREIRE,SÃO GERARDO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,1,ESCOLA MUNICIPAL GUSTAVO BARROSO - EI/EF,SÃO GERARDO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,1,EMEIEF VIRGÍLIO TÁVORA,CRISTO REDENTOR,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,3,EMEIEF HONÓRIO BEZERRA,ELLERY,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,3,CENTRO EDUCACIONAL DOM HÉLIO CAMPOS,PIRAMBU,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,3,CENTRO EDUCACIONAL DOM HÉLIO CAMPOS,PIRAMBU,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,4,EEFM LIONS JANGADA - EEMTI,CRISTO REDENTOR,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,3,ESCOLA MUNICIPAL PATATIVA DO ASSARÉ - EI/EF,ÁLVARO WEYNE,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,2,CEJA  MONSENHOR HÉLIO CAMPOS,CRISTO REDENTOR,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,5,COLÉGIO MASTER - BEZERRA DE MENEZES,SÃO GERARDO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,5,COLÉGIO MASTER - BEZERRA DE MENEZES,SÃO GERARDO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,1,EMEIEF SÃO CURA D'ARS,CRISTO REDENTOR,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,4,ESCOLA MUNICIPAL LENIRA JUREMA DE MAGALHÃES - EI/EF,MONTE CASTELO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,3,ASSOCIACAO DE CANTADORES DO NORDESTE,ÁLVARO WEYNE,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,1,EEFM LIONS JANGADA - EEMTI,CRISTO REDENTOR,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,3,COLÉGIO PROF. F. EURÍDICE,MONTE CASTELO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,3,ESCOLA MUNICIPAL PATATIVA DO ASSARÉ - EI/EF,ÁLVARO WEYNE,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,2,ESCOLA MUNICIPAL HILBERTO SILVA - EI/EF,PIRAMBU,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,2,POSTO DE SAÚDE GUIOMAR ARRUDA,PIRAMBU,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,1,POSTO DE SAÚDE GUIOMAR ARRUDA,PIRAMBU,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,6,INSTITUTO MATER AMABILIS,MONTE CASTELO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,1,ESCOLA MUNICIPAL SEBASTIANA ALDIGUERI,CRISTO REDENTOR,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,1,ESCOLA MUNICIPAL PATATIVA DO ASSARÉ - EI/EF,ÁLVARO WEYNE,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,4,COLÉGIO PROF. F. EURÍDICE,MONTE CASTELO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,4,POSTO DE SAÚDE CARLOS RIBEIRO,JACARECANGA,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,6,COLÉGIO MASTER - BEZERRA DE MENEZES,SÃO GERARDO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,2,CENTRO EDUCACIONAL SÃO MATEUS,MONTE CASTELO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,1,EMEIEF SÃO CURA D'ARS,CRISTO REDENTOR,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,1,CEJA  MONSENHOR HÉLIO CAMPOS,CRISTO REDENTOR,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,1,ESCOLA MUNICIPAL SANTA TEREZA - EI/EF,CRISTO REDENTOR,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,3,ESCOLA MUNICIPAL TERTULIANO CAMBRAIA - EI/EF,CARLITO PAMPLONA,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,1,EEFM CLÁUDIO MARTINS,MONTE CASTELO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,1,COLÉGIO MASTER - BEZERRA DE MENEZES,SÃO GERARDO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,1,ESCOLA MUNICIPAL SANTA TEREZA - EI/EF,CRISTO REDENTOR,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,1,EMEIEF VIRGÍLIO TÁVORA,CRISTO REDENTOR,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,5,EEFM LIONS JANGADA - EEMTI,CRISTO REDENTOR,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,5,COLÉGIO MASTER - BEZERRA DE MENEZES,SÃO GERARDO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,1,EMEIEF CRISTO REDENTOR,CRISTO REDENTOR,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,1,ESCOLA MUNICIPAL SEBASTIANA ALDIGUERI,CRISTO REDENTOR,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,2,FEDERAÇÃO DO MOVIMENTO COMUNITÁRIO DO PIRAMBU - FEMOCOPI,CARLITO PAMPLONA,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,4,CENTRO EDUCACIONAL SÃO MATEUS,MONTE CASTELO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,3,ESCOLA MUNICIPAL PATATIVA DO ASSARÉ - EI/EF,ÁLVARO WEYNE,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,2,COLÉGIO PROF. F. EURÍDICE,MONTE CASTELO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,2,POSTO DE SAÚDE CARLOS RIBEIRO,JACARECANGA,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,2,EEFM LIONS JANGADA - EEMTI,CRISTO REDENTOR,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,2,ESCOLA MUNICIPAL PATATIVA DO ASSARÉ - EI/EF,ÁLVARO WEYNE,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,3,CEJA  MONSENHOR HÉLIO CAMPOS,CRISTO REDENTOR,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,3,ESCOLA MUNICIPAL SEBASTIANA ALDIGUERI,CRISTO REDENTOR,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,7,CENTRO EDUCACIONAL SÃO MATEUS,MONTE CASTELO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,1,EMEIEF SÃO CURA D'ARS,CRISTO REDENTOR,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,1,ESCOLA MUNICIPAL SEBASTIANA ALDIGUERI,CRISTO REDENTOR,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,3,COLÉGIO MANUEL DA SILVA - CARLITO PAMPLONA,CARLITO PAMPLONA,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,4,ESCOLA MUNICIPAL PROFESSOR MARTINZ DE AGUIAR - EI/EF,MONTE CASTELO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,5,CENTRO EDUCACIONAL SÃO MATEUS,MONTE CASTELO,3
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,1,EMEIEF VIRGÍLIO TÁVORA,CRISTO REDENTOR,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,1,FEDERAÇÃO DO MOVIMENTO COMUNITÁRIO DO PIRAMBU - FEMOCOPI,CARLITO PAMPLONA,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,1,FEDERAÇÃO DO MOVIMENTO COMUNITÁRIO DO PIRAMBU - FEMOCOPI,CARLITO PAMPLONA,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,2,EMEIEF SÃO CURA D'ARS,CRISTO REDENTOR,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,2,COLÉGIO MANUEL DA SILVA - CARLITO PAMPLONA,CARLITO PAMPLONA,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,3,ESCOLA MUNICIPAL ANTONIO MENDES - EI/EF,CRISTO REDENTOR,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,1,ESCOLA MUNICIPAL ANTONIO MENDES - EI/EF,CRISTO REDENTOR,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,3,ESCOLA MUNICIPAL ANTONIO MENDES - EI/EF,CRISTO REDENTOR,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,2,ESCOLA MUNICIPAL ANTONIO MENDES - EI/EF,CRISTO REDENTOR,1
2024,1,FORTALEZA,EDUARDO GIRÃO,NOVO,2,ESCOLA MUNICIPAL ANTONIO MENDES - EI/EF,CRISTO REDENTOR,1
